ID,Skill,Status,Agent,Source,LocalPath,Installed,LastUpdated,Purpose,Notes
skill-003,skill-creator,active,OpenCode,https://github.com/anthropics/skills,C:\Users\Administrator\.claude\skills\skill-creator,2026-04-03,2026-04-03,创建改进和评估自定义 skill,通过 npx skills add 安装
skill-004,skill-registry,active,OpenCode,manual,C:\Users\Administrator\.claude\skills\skill-registry,2026-04-03,2026-04-03,维护技能注册表并提供可视化管理界面,本地自定义 skill
skill-128,sp-brainstorming,active,OpenCode,https://github.com/obra/superpowers,C:\Users\Administrator\.claude\skills\sp-brainstorming,2026-04-07,2026-04-07,用于任务规划、拆解执行和多代理协作,从 Superpowers 仓库导入
skill-129,sp-dispatching-parallel-agents,active,OpenCode,https://github.com/obra/superpowers,C:\Users\Administrator\.claude\skills\sp-dispatching-parallel-agents,2026-04-07,2026-04-07,用于 sp dispatching parallel agents 相关任务,从 Superpowers 仓库导入
skill-130,sp-executing-plans,active,OpenCode,https://github.com/obra/superpowers,C:\Users\Administrator\.claude\skills\sp-executing-plans,2026-04-07,2026-04-07,用于代码评审、差异检查和问题发现,从 Superpowers 仓库导入
skill-131,sp-finishing-a-development-branch,active,OpenCode,https://github.com/obra/superpowers,C:\Users\Administrator\.claude\skills\sp-finishing-a-development-branch,2026-04-07,2026-04-07,用于测试设计、测试增强和测试验证,从 Superpowers 仓库导入
skill-132,sp-receiving-code-review,active,OpenCode,https://github.com/obra/superpowers,C:\Users\Administrator\.claude\skills\sp-receiving-code-review,2026-04-07,2026-04-07,用于代码评审、差异检查和问题发现,从 Superpowers 仓库导入
skill-133,sp-requesting-code-review,active,OpenCode,https://github.com/obra/superpowers,C:\Users\Administrator\.claude\skills\sp-requesting-code-review,2026-04-07,2026-04-07,用于任务规划、拆解执行和多代理协作,从 Superpowers 仓库导入
skill-134,sp-subagent-driven-development,active,OpenCode,https://github.com/obra/superpowers,C:\Users\Administrator\.claude\skills\sp-subagent-driven-development,2026-04-07,2026-04-07,用于任务规划、拆解执行和多代理协作,从 Superpowers 仓库导入
skill-135,sp-systematic-debugging,active,OpenCode,https://github.com/obra/superpowers,C:\Users\Administrator\.claude\skills\sp-systematic-debugging,2026-04-07,2026-04-07,用于测试设计、测试增强和测试验证,从 Superpowers 仓库导入
skill-136,sp-test-driven-development,active,OpenCode,https://github.com/obra/superpowers,C:\Users\Administrator\.claude\skills\sp-test-driven-development,2026-04-07,2026-04-07,用于任务规划、拆解执行和多代理协作,从 Superpowers 仓库导入
skill-137,sp-using-git-worktrees,active,OpenCode,https://github.com/obra/superpowers,C:\Users\Administrator\.claude\skills\sp-using-git-worktrees,2026-04-07,2026-04-07,用于 Git 流程、分支协作和 Issue/PR 管理,从 Superpowers 仓库导入
skill-138,sp-using-superpowers,active,OpenCode,https://github.com/obra/superpowers,C:\Users\Administrator\.claude\skills\sp-using-superpowers,2026-04-07,2026-04-07,用于技能设计、提示优化和代理工作流改进,从 Superpowers 仓库导入
skill-139,sp-verification-before-completion,active,OpenCode,https://github.com/obra/superpowers,C:\Users\Administrator\.claude\skills\sp-verification-before-completion,2026-04-07,2026-04-07,用于代码评审、差异检查和问题发现,从 Superpowers 仓库导入
skill-140,sp-writing-plans,active,OpenCode,https://github.com/obra/superpowers,C:\Users\Administrator\.claude\skills\sp-writing-plans,2026-04-07,2026-04-07,用于 sp writing plans 相关任务,从 Superpowers 仓库导入
skill-141,sp-writing-skills,active,OpenCode,https://github.com/obra/superpowers,C:\Users\Administrator\.claude\skills\sp-writing-skills,2026-04-07,2026-04-07,用于技能设计、提示优化和代理工作流改进,从 Superpowers 仓库导入
skill-099,tob-address-sanitizer,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-address-sanitizer,2026-04-07,2026-04-07,用于 tob address sanitizer 相关任务,从 Trail of Bits Security Skills 仓库导入
skill-100,tob-aflpp,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-aflpp,2026-04-07,2026-04-07,用于 tob aflpp 相关任务,从 Trail of Bits Security Skills 仓库导入
skill-056,tob-agentic-actions-auditor,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-agentic-actions-auditor,2026-04-07,2026-04-07,用于安全审计、漏洞分析和风险检测,从 Trail of Bits Security Skills 仓库导入
skill-059,tob-algorand-vulnerability-scanner,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-algorand-vulnerability-scanner,2026-04-07,2026-04-07,用于安全审计、漏洞分析和风险检测,从 Trail of Bits Security Skills 仓库导入
skill-057,tob-ask-questions-if-underspecified,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-ask-questions-if-underspecified,2026-04-07,2026-04-07,用于任务规划、拆解执行和多代理协作,从 Trail of Bits Security Skills 仓库导入
skill-101,tob-atheris,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-atheris,2026-04-07,2026-04-07,用于 tob atheris 相关任务,从 Trail of Bits Security Skills 仓库导入
skill-114,tob-audit-augmentation,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-audit-augmentation,2026-04-07,2026-04-07,用于 tob audit augmentation 相关任务,从 Trail of Bits Security Skills 仓库导入
skill-058,tob-audit-context-building,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-audit-context-building,2026-04-07,2026-04-07,用于安全审计、漏洞分析和风险检测,从 Trail of Bits Security Skills 仓库导入
skill-060,tob-audit-prep-assistant,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-audit-prep-assistant,2026-04-07,2026-04-07,用于安全审计、漏洞分析和风险检测,从 Trail of Bits Security Skills 仓库导入
skill-070,tob-burpsuite-project-parser,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-burpsuite-project-parser,2026-04-07,2026-04-07,用于安全审计、漏洞分析和风险检测,从 Trail of Bits Security Skills 仓库导入
skill-061,tob-cairo-vulnerability-scanner,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-cairo-vulnerability-scanner,2026-04-07,2026-04-07,用于安全审计、漏洞分析和风险检测,从 Trail of Bits Security Skills 仓库导入
skill-102,tob-cargo-fuzz,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-cargo-fuzz,2026-04-07,2026-04-07,用于 tob cargo fuzz 相关任务,从 Trail of Bits Security Skills 仓库导入
skill-071,tob-claude-in-chrome-troubleshooting,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-claude-in-chrome-troubleshooting,2026-04-07,2026-04-07,用于 Git 流程、分支协作和 Issue/PR 管理,从 Trail of Bits Security Skills 仓库导入
skill-062,tob-code-maturity-assessor,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-code-maturity-assessor,2026-04-07,2026-04-07,用于安全审计、漏洞分析和风险检测,从 Trail of Bits Security Skills 仓库导入
skill-095,tob-codeql,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-codeql,2026-04-07,2026-04-07,用于 tob codeql 相关任务,从 Trail of Bits Security Skills 仓库导入
skill-072,tob-constant-time-analysis,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-constant-time-analysis,2026-04-07,2026-04-07,用于代码评审、差异检查和问题发现,从 Trail of Bits Security Skills 仓库导入
skill-103,tob-constant-time-testing,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-constant-time-testing,2026-04-07,2026-04-07,用于 tob constant time testing 相关任务,从 Trail of Bits Security Skills 仓库导入
skill-063,tob-cosmos-vulnerability-scanner,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-cosmos-vulnerability-scanner,2026-04-07,2026-04-07,用于安全审计、漏洞分析和风险检测,从 Trail of Bits Security Skills 仓库导入
skill-104,tob-coverage-analysis,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-coverage-analysis,2026-04-07,2026-04-07,用于 tob coverage analysis 相关任务,从 Trail of Bits Security Skills 仓库导入
skill-115,tob-crypto-protocol-diagram,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-crypto-protocol-diagram,2026-04-07,2026-04-07,用于代码评审、差异检查和问题发现,从 Trail of Bits Security Skills 仓库导入
skill-074,tob-debug-buttercup,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-debug-buttercup,2026-04-07,2026-04-07,用于 tob debug buttercup 相关任务,从 Trail of Bits Security Skills 仓库导入
skill-125,tob-designing-workflow-skills,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-designing-workflow-skills,2026-04-07,2026-04-07,用于 tob designing workflow skills 相关任务,从 Trail of Bits Security Skills 仓库导入
skill-075,tob-devcontainer-setup,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-devcontainer-setup,2026-04-07,2026-04-07,用于代码评审、差异检查和问题发现,从 Trail of Bits Security Skills 仓库导入
skill-116,tob-diagramming-code,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-diagramming-code,2026-04-07,2026-04-07,用于 tob diagramming code 相关任务,从 Trail of Bits Security Skills 仓库导入
skill-076,tob-differential-review,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-differential-review,2026-04-07,2026-04-07,用于 tob differential review 相关任务,从 Trail of Bits Security Skills 仓库导入
skill-077,tob-dimensional-analysis,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-dimensional-analysis,2026-04-07,2026-04-07,用于代码评审、差异检查和问题发现,从 Trail of Bits Security Skills 仓库导入
skill-078,tob-dwarf-expert,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-dwarf-expert,2026-04-07,2026-04-07,用于代码评审、差异检查和问题发现,从 Trail of Bits Security Skills 仓库导入
skill-079,tob-entry-point-analyzer,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-entry-point-analyzer,2026-04-07,2026-04-07,用于安全审计、漏洞分析和风险检测,从 Trail of Bits Security Skills 仓库导入
skill-080,tob-firebase-apk-scanner,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-firebase-apk-scanner,2026-04-07,2026-04-07,用于安全审计、漏洞分析和风险检测,从 Trail of Bits Security Skills 仓库导入
skill-081,tob-fp-check,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-fp-check,2026-04-07,2026-04-07,用于安全审计、漏洞分析和风险检测,从 Trail of Bits Security Skills 仓库导入
skill-105,tob-fuzzing-dictionary,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-fuzzing-dictionary,2026-04-07,2026-04-07,用于 tob fuzzing dictionary 相关任务,从 Trail of Bits Security Skills 仓库导入
skill-106,tob-fuzzing-obstacles,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-fuzzing-obstacles,2026-04-07,2026-04-07,用于 tob fuzzing obstacles 相关任务,从 Trail of Bits Security Skills 仓库导入
skill-117,tob-genotoxic,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-genotoxic,2026-04-07,2026-04-07,用于测试设计、测试增强和测试验证,从 Trail of Bits Security Skills 仓库导入
skill-055,tob-gh-cli,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-gh-cli,2026-04-07,2026-04-07,用于代码评审、差异检查和问题发现,从 Trail of Bits Security Skills 仓库导入
skill-082,tob-git-cleanup,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-git-cleanup,2026-04-07,2026-04-07,用于 Git 流程、分支协作和 Issue/PR 管理,从 Trail of Bits Security Skills 仓库导入
skill-118,tob-graph-evolution,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-graph-evolution,2026-04-07,2026-04-07,用于 tob graph evolution 相关任务,从 Trail of Bits Security Skills 仓库导入
skill-064,tob-guidelines-advisor,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-guidelines-advisor,2026-04-07,2026-04-07,用于测试设计、测试增强和测试验证,从 Trail of Bits Security Skills 仓库导入
skill-107,tob-harness-writing,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-harness-writing,2026-04-07,2026-04-07,用于 tob harness writing 相关任务,从 Trail of Bits Security Skills 仓库导入
skill-083,tob-insecure-defaults,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-insecure-defaults,2026-04-07,2026-04-07,用于安全审计、漏洞分析和风险检测,从 Trail of Bits Security Skills 仓库导入
skill-073,tob-interpreting-culture-index,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-interpreting-culture-index,2026-04-07,2026-04-07,用于代码评审、差异检查和问题发现,从 Trail of Bits Security Skills 仓库导入
skill-084,tob-let-fate-decide,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-let-fate-decide,2026-04-07,2026-04-07,用于代码评审、差异检查和问题发现,从 Trail of Bits Security Skills 仓库导入
skill-108,tob-libafl,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-libafl,2026-04-07,2026-04-07,用于 tob libafl 相关任务,从 Trail of Bits Security Skills 仓库导入
skill-109,tob-libfuzzer,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-libfuzzer,2026-04-07,2026-04-07,用于 tob libfuzzer 相关任务,从 Trail of Bits Security Skills 仓库导入
skill-119,tob-mermaid-to-proverif,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-mermaid-to-proverif,2026-04-07,2026-04-07,用于安全审计、漏洞分析和风险检测,从 Trail of Bits Security Skills 仓库导入
skill-085,tob-modern-python,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-modern-python,2026-04-07,2026-04-07,用于代码评审、差异检查和问题发现,从 Trail of Bits Security Skills 仓库导入
skill-086,tob-mutation-testing,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-mutation-testing,2026-04-07,2026-04-07,用于测试设计、测试增强和测试验证,从 Trail of Bits Security Skills 仓库导入
skill-110,tob-ossfuzz,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-ossfuzz,2026-04-07,2026-04-07,用于 tob ossfuzz 相关任务,从 Trail of Bits Security Skills 仓库导入
skill-087,tob-property-based-testing,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-property-based-testing,2026-04-07,2026-04-07,用于测试设计、测试增强和测试验证,从 Trail of Bits Security Skills 仓库导入
skill-111,tob-ruzzy,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-ruzzy,2026-04-07,2026-04-07,用于 tob ruzzy 相关任务,从 Trail of Bits Security Skills 仓库导入
skill-096,tob-sarif-parsing,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-sarif-parsing,2026-04-07,2026-04-07,用于 tob sarif parsing 相关任务,从 Trail of Bits Security Skills 仓库导入
skill-088,tob-seatbelt-sandboxer,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-seatbelt-sandboxer,2026-04-07,2026-04-07,用于代码评审、差异检查和问题发现,从 Trail of Bits Security Skills 仓库导入
skill-089,tob-second-opinion,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-second-opinion,2026-04-07,2026-04-07,用于代码评审、差异检查和问题发现,从 Trail of Bits Security Skills 仓库导入
skill-065,tob-secure-workflow-guide,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-secure-workflow-guide,2026-04-07,2026-04-07,用于安全审计、漏洞分析和风险检测,从 Trail of Bits Security Skills 仓库导入
skill-097,tob-semgrep,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-semgrep,2026-04-07,2026-04-07,用于 tob semgrep 相关任务,从 Trail of Bits Security Skills 仓库导入
skill-090,tob-semgrep-rule-creator,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-semgrep-rule-creator,2026-04-07,2026-04-07,用于安全审计、漏洞分析和风险检测,从 Trail of Bits Security Skills 仓库导入
skill-091,tob-semgrep-rule-variant-creator,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-semgrep-rule-variant-creator,2026-04-07,2026-04-07,用于安全审计、漏洞分析和风险检测,从 Trail of Bits Security Skills 仓库导入
skill-092,tob-sharp-edges,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-sharp-edges,2026-04-07,2026-04-07,用于安全审计、漏洞分析和风险检测,从 Trail of Bits Security Skills 仓库导入
skill-093,tob-skill-improver,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-skill-improver,2026-04-07,2026-04-07,用于代码评审、差异检查和问题发现,从 Trail of Bits Security Skills 仓库导入
skill-066,tob-solana-vulnerability-scanner,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-solana-vulnerability-scanner,2026-04-07,2026-04-07,用于安全审计、漏洞分析和风险检测,从 Trail of Bits Security Skills 仓库导入
skill-094,tob-spec-to-code-compliance,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-spec-to-code-compliance,2026-04-07,2026-04-07,用于安全审计、漏洞分析和风险检测,从 Trail of Bits Security Skills 仓库导入
skill-067,tob-substrate-vulnerability-scanner,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-substrate-vulnerability-scanner,2026-04-07,2026-04-07,用于安全审计、漏洞分析和风险检测,从 Trail of Bits Security Skills 仓库导入
skill-098,tob-supply-chain-risk-auditor,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-supply-chain-risk-auditor,2026-04-07,2026-04-07,用于安全审计、漏洞分析和风险检测,从 Trail of Bits Security Skills 仓库导入
skill-112,tob-testing-handbook-generator,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-testing-handbook-generator,2026-04-07,2026-04-07,用于 tob testing handbook generator 相关任务,从 Trail of Bits Security Skills 仓库导入
skill-068,tob-token-integration-analyzer,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-token-integration-analyzer,2026-04-07,2026-04-07,用于代码评审、差异检查和问题发现,从 Trail of Bits Security Skills 仓库导入
skill-069,tob-ton-vulnerability-scanner,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-ton-vulnerability-scanner,2026-04-07,2026-04-07,用于安全审计、漏洞分析和风险检测,从 Trail of Bits Security Skills 仓库导入
skill-120,tob-trailmark,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-trailmark,2026-04-07,2026-04-07,用于安全审计、漏洞分析和风险检测,从 Trail of Bits Security Skills 仓库导入
skill-121,tob-trailmark-structural,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-trailmark-structural,2026-04-07,2026-04-07,用于代码评审、差异检查和问题发现,从 Trail of Bits Security Skills 仓库导入
skill-122,tob-trailmark-summary,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-trailmark-summary,2026-04-07,2026-04-07,用于 tob trailmark summary 相关任务,从 Trail of Bits Security Skills 仓库导入
skill-124,tob-variant-analysis,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-variant-analysis,2026-04-07,2026-04-07,用于安全审计、漏洞分析和风险检测,从 Trail of Bits Security Skills 仓库导入
skill-123,tob-vector-forge,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-vector-forge,2026-04-07,2026-04-07,用于测试设计、测试增强和测试验证,从 Trail of Bits Security Skills 仓库导入
skill-113,tob-wycheproof,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-wycheproof,2026-04-07,2026-04-07,用于 tob wycheproof 相关任务,从 Trail of Bits Security Skills 仓库导入
skill-126,tob-yara-rule-authoring,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-yara-rule-authoring,2026-04-07,2026-04-07,用于 tob yara rule authoring 相关任务,从 Trail of Bits Security Skills 仓库导入
skill-127,tob-zeroize-audit,active,OpenCode,https://github.com/trailofbits/skills,C:\Users\Administrator\.claude\skills\tob-zeroize-audit,2026-04-07,2026-04-07,用于安全审计、漏洞分析和风险检测,从 Trail of Bits Security Skills 仓库导入
skill-172,context-compression,active,OpenCode,community,C:\Users\Administrator\.agents\skills\context-compression,2026-04-10,2026-04-10,用于会话压缩、上下文摘要和任务交接,从本地 agents 技能目录同步导入
skill-203,create-colleague,active,OpenCode,https://github.com/titanwings/colleague-skill.git,C:\Users\Administrator\.claude\skills\create-colleague,2026-04-07,2026-04-07,"""Distill a colleague into an AI Skill. Auto-collect Feishu/DingTalk data, generate Work Skill + Persona, with continuous evolution. | 把同事蒸馏成 AI Skill，自动采集飞书/钉钉数据，生成 Work + Persona，支持持续进化。""",从 titanwings/colleague-skill 挖掘安装，保留示例 colleagues 与工具链
